task_id,title,description,priority,status,assigned_to,deadline,created_at,category
843,Update Database Schema,Implement secure login using OAuth2 protocol.,High,In Progress,Eve,2025-06-07,2025-04-21,Refactor
844,Fix UI Glitches,Update the navigation bar as per the new UI guidelines.,High,Completed,Charlie,2025-05-22,2025-05-10,Bug
845,Create Unit Tests,Design a responsive landing page for the new campaign.,Low,Completed,Diana,2025-05-29,2025-05-07,Documentation
846,Design Landing Page,Improve the performance of the backend queries.,High,Open,Alice,2025-06-11,2025-05-02,Improvement
847,Design Landing Page,Design a responsive landing page for the new campaign.,Medium,Open,Alice,2025-05-20,2025-04-04,Refactor
848,Fix Login Bug,Complete the documentation for the public API.,Low,In Progress,Alice,2025-04-28,2025-04-09,Documentation
849,Design Landing Page,Improve the performance of the backend queries.,High,Open,Charlie,2025-04-02,2025-03-29,Bug
850,Write API Docs,There is a bug preventing users from logging in with valid credentials.,Low,In Progress,Diana,2025-05-18,2025-03-20,Feature
851,Update Database Schema,Refactor the legacy code for better readability.,Low,Open,Alice,2025-05-22,2025-05-14,Refactor
852,Refactor Codebase,Complete the documentation for the public API.,Low,In Progress,Eve,2025-05-31,2025-05-02,Feature
853,Optimize Backend,Update the schema to support new user roles and permissions.,High,Open,Eve,2025-06-11,2025-04-29,Feature
854,Design Landing Page,There is a bug preventing users from logging in with valid credentials.,Low,Completed,Alice,2025-04-24,2025-04-03,Feature
855,Implement OAuth2,Design a responsive landing page for the new campaign.,High,In Progress,Alice,2025-03-21,2025-03-19,Improvement
856,Refactor Codebase,Complete the documentation for the public API.,High,Open,Charlie,2025-05-23,2025-04-10,Feature
857,Update Database Schema,Refactor the legacy code for better readability.,Low,Completed,Eve,2025-05-06,2025-05-04,Refactor
858,Fix UI Glitches,Refactor the legacy code for better readability.,High,Completed,Alice,2025-05-15,2025-05-04,Bug
859,Refactor Codebase,Write unit tests for the newly added features.,design,In Progress,Eve,2025-04-29,2025-04-10,Bug
860,Create Unit Tests,Design a responsive landing page for the new campaign.,Low,In Progress,Diana,2025-06-13,2025-04-05,Refactor
861,Refactor Codebase,Update the navigation bar as per the new UI guidelines.,Medium,In Progress,Bob,2025-04-30,2025-03-23,Refactor
862,Create Unit Tests,Write unit tests for the newly added features.,Low,Completed,Alice,2025-05-23,2025-04-21,Bug
863,Fix Login Bug,Design a responsive landing page for the new campaign.,High,Completed,Bob,2025-05-30,2025-04-08,Bug
864,defense,Refactor the legacy code for better readability.,oil,In Progress,Eve,2025-05-14,2025-03-27,Refactor
865,Fix UI Glitches,,,local,Charlie,2025-06-02,2025-05-01,Documentation
866,Refactor Codebase,Update the schema to support new user roles and permissions.,Medium,Open,Eve,2025-06-10,2025-05-10,Documentation
867,Update Database Schema,There is a bug preventing users from logging in with valid credentials.,Low,Open,Bob,2025-05-31,2025-03-26,Refactor
868,Fix UI Glitches,Implement secure login using OAuth2 protocol.,High,Open,Diana,2025-06-01,2025-04-18,Improvement
869,Write API Docs,Design a responsive landing page for the new campaign.,High,In Progress,Bob,2025-05-17,2025-04-10,Feature
870,Fix UI Glitches,Complete the documentation for the public API.,Low,Open,Bob,2025-05-30,2025-05-09,Bug
871,Design Landing Page,Complete the documentation for the public API.,High,In Progress,Diana,2025-05-04,2025-05-01,Documentation
872,Update Database Schema,There is a bug preventing users from logging in with valid credentials.,High,Completed,Bob,2025-04-23,2025-04-19,Bug
873,Update Database Schema,There is a bug preventing users from logging in with valid credentials.,Medium,In Progress,Bob,2025-05-24,2025-05-10,Bug
874,Write API Docs,Update the navigation bar as per the new UI guidelines.,Medium,In Progress,Charlie,2025-05-20,2025-04-08,Refactor
875,Refactor Codebase,Refactor the legacy code for better readability.,Medium,Open,Bob,2025-05-12,2025-05-03,Refactor
876,Create Unit Tests,Update the schema to support new user roles and permissions.,High,Open,Charlie,2025-05-11,2025-04-12,Bug
877,Fix UI Glitches,Improve the performance of the backend queries.,Low,Completed,Alice,2025-05-13,2025-05-11,Bug
878,Refactor Codebase,Refactor the legacy code for better readability.,Low,Open,Alice,2025-04-26,2025-04-16,Feature
879,Fix UI Glitches,Write unit tests for the newly added features.,Low,In Progress,Diana,2025-05-16,2025-05-05,Documentation
880,Write API Docs,Refactor the legacy code for better readability.,Low,Open,Eve,2025-06-05,2025-05-02,Feature
881,Update Database Schema,Design a responsive landing page for the new campaign.,High,Completed,Bob,2025-05-31,2025-05-14,Improvement
882,Design Landing Page,Complete the documentation for the public API.,High,Open,Diana,2025-05-26,2025-03-31,Improvement
883,Fix Login Bug,Fix alignment and spacing issues on the mobile view.,Low,Open,Diana,2025-05-16,2025-04-12,Documentation
884,Implement OAuth2,There is a bug preventing users from logging in with valid credentials.,Low,In Progress,Bob,2025-05-22,2025-05-11,Improvement
885,Implement OAuth2,Improve the performance of the backend queries.,Low,Completed,Alice,2025-05-29,2025-04-20,Bug
886,Update Database Schema,Update the navigation bar as per the new UI guidelines.,High,Open,Diana,2025-05-15,2025-05-05,Refactor
887,Implement OAuth2,Design a responsive landing page for the new campaign.,Medium,Completed,Diana,2025-05-15,2025-05-05,Documentation
888,Refactor Codebase,Complete the documentation for the public API.,Low,Open,Diana,2025-05-11,2025-04-24,Refactor
889,Fix UI Glitches,Write unit tests for the newly added features.,Low,Open,Bob,2025-04-28,2025-04-01,Refactor
890,Refactor Codebase,Design a responsive landing page for the new campaign.,Medium,In Progress,Diana,2025-05-27,2025-05-06,Feature
891,Update Database Schema,Improve the performance of the backend queries.,Low,In Progress,Eve,2025-04-28,2025-04-03,Documentation
892,Create Unit Tests,Improve the performance of the backend queries.,Low,Open,Alice,2025-05-20,2025-04-03,Refactor
893,Design Landing Page,Write unit tests for the newly added features.,Medium,Open,Eve,2025-06-04,2025-05-05,Improvement
894,Update Database Schema,Fix alignment and spacing issues on the mobile view.,High,In Progress,Alice,2025-05-29,2025-04-30,Bug
895,Design Landing Page,Write unit tests for the newly added features.,Low,In Progress,Alice,2025-05-23,2025-05-14,Documentation
896,Fix Login Bug,Update the navigation bar as per the new UI guidelines.,Low,In Progress,Bob,2025-04-30,2025-03-19,Documentation
897,Optimize Backend,Complete the documentation for the public API.,High,Open,Charlie,2025-05-12,2025-05-05,Refactor
898,Implement OAuth2,Update the navigation bar as per the new UI guidelines.,Medium,Completed,Bob,2025-05-10,2025-03-24,Bug
899,Create Unit Tests,Write unit tests for the newly added features.,High,Open,Bob,2025-05-27,2025-05-14,Refactor
900,Implement OAuth2,Improve the performance of the backend queries.,Low,Open,Alice,2025-05-30,2025-03-16,Refactor
901,Fix Login Bug,Design a responsive landing page for the new campaign.,Medium,Completed,Eve,2025-04-01,2025-03-25,Bug
902,Update Database Schema,Improve the performance of the backend queries.,High,In Progress,Eve,2025-05-18,2025-04-14,Bug
903,Optimize Backend,Design a responsive landing page for the new campaign.,Medium,Completed,Eve,2025-05-05,2025-04-21,Documentation
904,Fix UI Glitches,Implement secure login using OAuth2 protocol.,Medium,Open,Alice,2025-05-13,2025-05-09,Feature
905,Write API Docs,Improve the performance of the backend queries.,High,Completed,Eve,2025-05-17,2025-04-21,Documentation
906,Design Landing Page,There is a bug preventing users from logging in with valid credentials.,Medium,In Progress,Bob,2025-04-26,2025-03-26,Documentation
907,Optimize Backend,Complete the documentation for the public API.,High,Completed,Eve,2025-05-08,2025-04-17,Feature
908,Create Unit Tests,Write unit tests for the newly added features.,Low,Open,Alice,2025-06-07,2025-05-12,Improvement
909,Fix UI Glitches,Update the schema to support new user roles and permissions.,Medium,In Progress,Alice,2025-05-14,2025-04-03,Bug
910,Fix Login Bug,Fix alignment and spacing issues on the mobile view.,Low,In Progress,Alice,2025-06-11,2025-04-30,Improvement
911,Create Unit Tests,Update the schema to support new user roles and permissions.,High,Completed,Eve,2025-05-25,2025-04-17,Documentation
912,Design Landing Page,Write unit tests for the newly added features.,Low,Open,Diana,2025-06-11,2025-05-11,Improvement
913,Refactor Codebase,Implement secure login using OAuth2 protocol.,High,Completed,Bob,2025-05-08,2025-05-05,Improvement
914,Fix Login Bug,Refactor the legacy code for better readability.,Medium,In Progress,Charlie,2025-04-28,2025-03-27,Documentation
915,Design Landing Page,Implement secure login using OAuth2 protocol.,Low,Open,Alice,2025-05-14,2025-05-12,Bug
916,Refactor Codebase,Refactor the legacy code for better readability.,Low,Completed,Charlie,2025-05-04,2025-04-26,Refactor
917,Implement OAuth2,Design a responsive landing page for the new campaign.,Medium,Completed,Charlie,2025-05-05,2025-04-25,Documentation
918,Update Database Schema,Improve the performance of the backend queries.,Medium,Open,Diana,2025-05-04,2025-04-11,Refactor
919,,,High,In Progress,Alice,2025-05-03,2025-04-29,Improvement
920,Fix Login Bug,Fix alignment and spacing issues on the mobile view.,Low,Open,Alice,2025-06-08,2025-04-22,Documentation
921,Update Database Schema,Write unit tests for the newly added features.,Medium,Completed,Eve,2025-06-04,2025-04-21,Refactor
922,Refactor Codebase,Complete the documentation for the public API.,Medium,Open,Bob,2025-05-31,2025-05-13,Bug
923,Fix Login Bug,Implement secure login using OAuth2 protocol.,Medium,Completed,Diana,2025-05-08,2025-04-26,Feature
924,Fix Login Bug,There is a bug preventing users from logging in with valid credentials.,Low,Open,Bob,2025-05-18,2025-05-10,Documentation
925,Create Unit Tests,Update the schema to support new user roles and permissions.,High,Completed,Bob,2025-05-08,2025-04-14,Feature
926,Optimize Backend,Implement secure login using OAuth2 protocol.,Low,Open,Eve,2025-05-24,2025-03-28,Refactor
927,Fix Login Bug,Complete the documentation for the public API.,Medium,Open,Charlie,2025-06-01,2025-04-23,Feature
928,Write API Docs,There is a bug preventing users from logging in with valid credentials.,Low,Open,Diana,2025-05-01,2025-03-22,Feature
929,Update Database Schema,Update the schema to support new user roles and permissions.,High,Completed,Alice,2025-04-26,2025-04-07,Bug
930,Fix Login Bug,Design a responsive landing page for the new campaign.,High,Open,Bob,2025-05-02,2025-04-23,Bug
931,Refactor Codebase,Refactor the legacy code for better readability.,High,Completed,Bob,2025-06-09,2025-05-04,Documentation
932,Design Landing Page,There is a bug preventing users from logging in with valid credentials.,Low,Completed,Diana,2025-06-09,2025-03-20,Feature
933,Update Database Schema,Design a responsive landing page for the new campaign.,Low,Completed,Diana,2025-04-07,2025-03-20,Improvement
934,Write API Docs,Design a responsive landing page for the new campaign.,Medium,Completed,Eve,2025-04-15,2025-04-08,Refactor
935,Fix Login Bug,Fix alignment and spacing issues on the mobile view.,Medium,Open,Eve,2025-05-09,2025-05-03,Bug
936,Optimize Backend,Update the schema to support new user roles and permissions.,Medium,In Progress,Alice,2025-06-04,2025-05-14,Improvement
937,Refactor Codebase,Implement secure login using OAuth2 protocol.,Low,In Progress,Diana,2025-05-15,2025-05-13,Refactor
938,Write API Docs,Complete the documentation for the public API.,Low,Completed,Bob,2025-06-11,2025-03-27,Refactor
939,Create Unit Tests,Update the schema to support new user roles and permissions.,High,Completed,Eve,2025-04-08,2025-03-27,Documentation
940,Create Unit Tests,Complete the documentation for the public API.,Low,Completed,Charlie,2025-05-29,2025-05-02,Documentation
941,Fix UI Glitches,Improve the performance of the backend queries.,High,In Progress,Charlie,2025-04-15,2025-04-13,Bug
942,Optimize Backend,Refactor the legacy code for better readability.,Low,Open,Charlie,2025-05-21,2025-05-13,Improvement
943,Fix UI Glitches,Complete the documentation for the public API.,Medium,In Progress,Diana,2025-05-15,2025-05-12,Documentation
944,Design Landing Page,Improve the performance of the backend queries.,High,Open,Charlie,2025-05-10,2025-04-06,Feature
945,Fix UI Glitches,Design a responsive landing page for the new campaign.,High,Completed,Eve,2025-05-23,2025-03-22,Refactor
946,Create Unit Tests,Fix alignment and spacing issues on the mobile view.,Medium,Open,Eve,2025-06-04,2025-04-28,Refactor
947,Implement OAuth2,There is a bug preventing users from logging in with valid credentials.,High,In Progress,Charlie,2025-06-07,2025-05-02,Refactor
948,Optimize Backend,Fix alignment and spacing issues on the mobile view.,Low,Open,Charlie,2025-06-12,2025-05-07,Improvement
949,Write API Docs,Update the navigation bar as per the new UI guidelines.,High,In Progress,Eve,2025-06-10,2025-04-26,Feature
950,Optimize Backend,Complete the documentation for the public API.,Medium,Completed,Eve,2025-05-05,2025-04-28,Documentation
951,Update Database Schema,Update the navigation bar as per the new UI guidelines.,Medium,In Progress,Charlie,2025-06-12,2025-05-12,Documentation
952,Fix UI Glitches,Fix alignment and spacing issues on the mobile view.,High,In Progress,Bob,2025-05-29,2025-05-08,Feature
953,Create Unit Tests,There is a bug preventing users from logging in with valid credentials.,High,In Progress,Eve,2025-06-03,2025-04-29,Feature
954,Update Database Schema,Update the schema to support new user roles and permissions.,Medium,Open,Eve,2025-03-25,2025-03-22,Improvement
955,Fix UI Glitches,Design a responsive landing page for the new campaign.,Low,In Progress,Eve,2025-05-12,2025-05-10,Refactor
956,Design Landing Page,Refactor the legacy code for better readability.,Medium,In Progress,Eve,2025-06-04,2025-04-15,Improvement
957,Write API Docs,There is a bug preventing users from logging in with valid credentials.,High,Completed,Eve,2025-04-23,2025-04-20,Bug
958,Fix UI Glitches,Design a responsive landing page for the new campaign.,Medium,Completed,Alice,2025-04-25,2025-04-24,Bug
